시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일,법정동코드,시도명,시군구명,읍면동명
M10,충청북도교육청,8011199,율량초등학교,YullYang Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28333 ,충청북도 청주시 청원구 율봉로212번길 14,(율량동),043-211-2795,school.cbe.go.kr/yullyang-e,남여공학,043-211-2799, ,N,일반계, ,전기,주간,19910321,19920415,20211216,4311410300,충청북도,청주시 청원구,율량동
M10,충청북도교육청,8031032,의림초등학교,Uirim Elementary School,초등학교,충청북도,충청북도제천교육지원청,공립,27170 ,충청북도 제천시 독순로 33,/ 의림초등학교 (의림동),043-645-6582,http://school.cbe.go.kr/uirim-e/,남여공학,043-646-8101, ,N,일반계, ,전기,주간,19451020,19451020,20211216,4315010100,충청북도,제천시,의림동
M10,충청북도교육청,8071024,이수초등학교,isu elementary school,초등학교,충청북도,충청북도영동교육지원청,공립,29146 ,충청북도 영동군 영동읍 영산로4길 9,/ 이수초등학교 (영동읍),043-744-0140,http://school.cbe.go.kr/isu-e,남여공학,043-744-4464, ,N,일반계, ,전기,주간,19460901,19460901,20211216,4374025021,충청북도,영동군,영동읍
M10,충청북도교육청,8061017,이원초등학교,Iwon Elementary School,초등학교,충청북도,충청북도옥천교육지원청,공립,29061 ,충청북도 옥천군 이원면 신흥길 25,(이원면),043-732-2015,school.cbe.go.kr/iwon-e,남여공학,043-733-3808, ,N,일반계, ,전기,주간,19200401,19200401,20211216,4373036023,충청북도,옥천군,이원면
M10,충청북도교육청,8081019,이월초등학교,Iwol elementary school,초등학교,충청북도,충청북도진천교육지원청,공립,27815 ,충청북도 진천군 이월면 송림6길 26,/ 이월초등학교 (이월면),043-537-7080,school.cbe.go.kr/iwol-e,남여공학,043-537-7092, ,N,일반계, ,전기,주간,19200401,19200401,20211216,4375035025,충청북도,진천군,이월면
M10,충청북도교육청,8031033,입석초등학교,ipseok elementary school,초등학교,충청북도,충청북도제천교육지원청,공립,27125 ,충청북도 제천시 송학면 입석로3길 17,(송학면),043-648-5602,http://school.cbe.go.kr/jcipseok-e/,남여공학,043-647-8332, ,N,일반계, ,전기,주간,19470125,19530901,20211216,4315038023,충청북도,제천시,송학면
M10,충청북도교육청,8031034,장락초등학교,Jangrak Elementary School,초등학교,충청북도,충청북도제천교육지원청,공립,27148 ,충청북도 제천시 죽하로 25,(장락동),043-652-8792,http://school.cbe.go.kr/jangnak-e/M01,남여공학,043-652-8796, ,N,해당없음, ,후기,주간,20030301,20020301,20211216,4315011600,충청북도,제천시,장락동
M10,충청북도교육청,8061046,장야초등학교,Jangya Elementary School,초등학교,충청북도,충청북도옥천교육지원청,공립,29045 ,충청북도 옥천군 옥천읍 장야3길 25,(옥천읍),043-733-3673,http://school.cbe.go.kr/jy,남여공학,043-733-3675, ,N, , ,전기,주간,20100301,20100301,20211216,4373025037,충청북도,옥천군,옥천읍
M10,충청북도교육청,8092031,장연초등학교,Jangyeon Elementary School,초등학교,충청북도,충청북도괴산증평교육지원청,공립,28009 ,충청북도 괴산군 장연면 미선로오가5길 1,/ 장연초등학교 (장연면),043-832-7181,http://school.cbe.go.kr/jangyeon-e,남여공학,043-832-8183, ,N,일반계, ,전기,주간,19360523,19360523,20211216,4376032021,충청북도,괴산군,장연면
M10,충청북도교육청,8031035,제천덕산초등학교,jecheon deoksan primary school,초등학교,충청북도,충청북도제천교육지원청,공립,27223 ,충청북도 제천시 덕산면 약초로 133,제천덕산초중학교 ,043-642-3171,http://school.cbe.go.kr/deoksan-e/M01,남여공학,043-646-8323, ,N,일반계, ,전기,주간,19210903,19210903,20211216,4315034021,충청북도,제천시,덕산면
M10,충청북도교육청,8031036,제천중앙초등학교,Jecheon Jungang Elementary School,초등학교,충청북도,충청북도제천교육지원청,공립,27147 ,충청북도 제천시 고암로 7,(청전동/중앙초등학교),043-646-0387,http://school.cbe.go.kr/jcjungang-e,남여공학,043-646-8104, ,N,일반계, ,전기,주간,19920301,19920508,20211216,4315011300,충청북도,제천시,청전동
M10,충청북도교육청,8051021,종곡초등학교,Chonggok Elementary School,초등학교,충청북도,충청북도보은교육지원청,공립,28915 ,충청북도 보은군 보은읍 강신1길 12-7,(보은읍/ 종곡초등학교),043-544-2623,http://school.cbe.go.kr/jonggok-e,남여공학,043-543-1797, ,N,일반계, ,전기,주간,19460901,19460913,20211216,4372025035,충청북도,보은군,보은읍
M10,충청북도교육청,8021070,주덕초등학교,Judeok Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27462 ,충청북도 충주시 주덕읍 신중신촌2길 10,/ 주덕초등학교 (주덕읍),043-846-0020,http://www.judeok.es.kr/,남여공학,043-852-8771, ,N,일반계, ,전기,주간,19340510,19340510,20211216,4313025025,충청북도,충주시,주덕읍
M10,충청북도교육청,8011200,주성초등학교,jusung elementary school,초등학교,충청북도,충청북도청주교육지원청,공립,28546 ,충청북도 청주시 상당구 교서로 45,/ 주성초등학교 (영동/ 주성초등학교),043-256-5145,http://school.cbe.go.kr/jusung-e/,남여공학,043-257-3081, ,N,일반계, ,전기,주간,18960917,18960917,20211216,4311110100,충청북도,청주시 상당구,영동
M10,충청북도교육청,8011160,주중초등학교,Joojoong Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28325 ,충청북도 청주시 청원구 주성로 223,/ 주중초등학교 (주중동),043-215-3104,http://school.cbe.go.kr/joojoong-e,남여공학,043-215-3105, ,N,해당없음, ,후기,주간,20040301,20040301,20211216,4311410600,충청북도,청주시 청원구,주중동
M10,충청북도교육청,8092032,죽리초등학교,Jukri Elementary School,초등학교,충청북도,충청북도괴산증평교육지원청,공립,27950 ,충청북도 증평군 증평읍 남하길 233,(증평읍),043-838-8891,http://school.cbe.go.kr/jukri-e/M01,남여공학,043-838-8892, ,N,일반계, ,전기,주간,19390730,19530401,20211216,4374525039,충청북도,증평군,증평읍
M10,충청북도교육청,8011201,죽림초등학교,Jukrim Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28387 ,충청북도 청주시 서원구 대림로 473,/ 죽림초등학교 (죽림동),043-237-3467,http://school.cbe.go.kr/jukrim-e,남여공학,043-237-3470, ,N,해당없음, ,후기,주간,20050301,20050301,20211216,4311211000,충청북도,청주시 서원구,죽림동
M10,충청북도교육청,8061018,죽향초등학교,Jukhyang Elementary School,초등학교,충청북도,충청북도옥천교육지원청,공립,29030 ,충청북도 옥천군 옥천읍 향수1길 26,(옥천읍),043-732-1397,http://school.cbe.go.kr/jukhyang-e/,남여공학,043-733-4716, ,N,일반계, ,전기,주간,19091001,19091001,20211216,4373025022,충청북도,옥천군,옥천읍
M10,충청북도교육청,8011162,중앙초등학교,Jung-ang Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28321 ,충청북도 청주시 청원구 율봉로 287,(율량동),043-256-2687,http://school.cbe.go.kr/jungang-e/M01,남여공학,043-257-3084, ,N,일반계, ,전기,주간,19460921,19460921,20211216,4311410300,충청북도,청주시 청원구,율량동
M10,충청북도교육청,8021129,중앙탑초등학교,Jungangtap Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27447 ,충청북도 충주시 중앙탑면 첨단산업로 670,(중앙탑면),043-855-0007,www.jungangtap.es.kr,남여공학,043-853-1035, ,N,일반계, ,전기,주간,19330501,19330501,20211216,4313038521,충청북도,충주시,중앙탑면
M10,충청북도교육청,8011202,증안초등학교,Jeungan  Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28416 ,충청북도 청주시 흥덕구 진재로47번길 45,(복대동),043-236-4101,http://school.cbe.go.kr/jeungan-e,남여공학,043-236-4104, ,N,일반계, ,전기,주간,19980413,19980413,20211216,4311311400,충청북도,청주시 흥덕구,복대동
M10,충청북도교육청,8061019,증약초등학교,Jeungyak Elementary school,초등학교,충청북도,충청북도옥천교육지원청,공립,29000 ,충청북도 옥천군 군북면 옥천로 1006-22,(군북면),043-733-6311,http://www.jngyak.es.kr/,남여공학,043-733-6312, ,N,일반계, ,전기,주간,19390301,19390301,20211216,4373038023,충청북도,옥천군,군북면
M10,충청북도교육청,8061024,증약초등학교대정분교장,Daejeong branch of the Jeungyak Elementary school,초등학교,충청북도,충청북도옥천교육지원청,공립,29002 ,충청북도 옥천군 군북면 방아실길 3-2,/ 증약초등학교대정분교장 (군북면),043-732-5428,http://www.jngyak.es.kr,남여공학,043-733-5726, ,N,일반계, ,전기,주간,19350820,19350820,20211216,4373038025,충청북도,옥천군,군북면
M10,충청북도교육청,8092033,증평초등학교,Jeung-pyeong Elementary School,초등학교,충청북도,충청북도괴산증평교육지원청,공립,27935 ,충청북도 증평군 증평읍 광장로 152,/ 증평초등학교 (증평읍),043-838-0592,http://school.cbe.go.kr/jp-e,남여공학,043-838-0594, ,N,일반계, ,전기,주간,19300419,19300419,20211216,4374525021,충청북도,증평군,증평읍
M10,충청북도교육청,8011128,직지초등학교,Jikji Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28583 ,충청북도 청주시 흥덕구 공단로99번길 22,/ 직지초등학교 (복대동),043-715-8201,http://www.jikjicb.es.kr,남여공학,043-715-8205, ,N, , ,전기,주간,20090301,20090301,20211216,4311311400,충청북도,청주시 흥덕구,복대동
M10,충청북도교육청,8081020,진천삼수초등학교,Jincheon Samsu elementary school,초등학교,충청북도,충청북도진천교육지원청,공립,27832 ,충청북도 진천군 진천읍 중앙서3길 6,(진천읍/ 삼수초등학교),043-532-1162,http://school.cbe.go.kr/samsu-e,남여공학,043-533-5747, ,N,일반계, ,전기,주간,19430401,19430401,20211216,4375025024,충청북도,진천군,진천읍
M10,충청북도교육청,8081021,진천상산초등학교,Jincheonsangsan Elementary School,초등학교,충청북도,충청북도진천교육지원청,공립,27832 ,충청북도 진천군 진천읍 상산로 35,(진천읍/ 상산초등학교),043-534-7031,https://school.cbe.go.kr/jcsangsan-e,남여공학,043-534-7037, ,N,일반계, ,전기,주간,19111002,19111002,20211216,4375025024,충청북도,진천군,진천읍
M10,충청북도교육청,8081053,진천상신초등학교,Jincheon Sangsin elementary,초등학교,충청북도,충청북도진천교육지원청,공립,27872 ,충청북도 진천군 덕산읍 대월로 107,(덕산읍/ 진천상신초등학교),043-536-7795,http://school.cbe.go.kr/jcsangsin-e,남여공학,043-536-1608, ,N, , ,전기,주간,20190301,20190301,20211216,4375025325,충청북도,진천군,덕산읍
M10,충청북도교육청,8011212,진흥초등학교,Jinheung  Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28421 ,충청북도 청주시 흥덕구 증안로 107,/ 진흥초등학교 (복대동),043-232-3291,http://www.jinhung.es.kr,남여공학,043-232-3293, ,N,일반계, ,전기,주간,19970502,19991004,20211216,4311311400,충청북도,청주시 흥덕구,복대동
M10,충청북도교육청,8011335,창리초등학교,창리초등학교,초등학교,충청북도,충청북도청주교육지원청,공립,28117 ,충청북도 청주시 청원구 2산단2로 32 ,(오창읍),043-715-6240,http://school.cbe.go.kr/changri-e,남여공학,043-211-62450, ,N, , ,전기,주간,20150301,20150301,20211216,4311425332,충청북도,청주시 청원구,오창읍
M10,충청북도교육청,8011203,창신초등학교,Changsin Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28664 ,충청북도 청주시 서원구 1순환로709번길 44,(사창동/ 창신초등학교),043-290-8405,http://school.cbe.go.kr/changsincho-e ,남여공학,043-267-1220, ,N,해당없음, ,전기,주간,19780307,19780307,20211216,4311210200,충청북도,청주시 서원구,사창동
M10,충청북도교육청,8011204,청남초등학교,Cheongnam Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28737 ,충청북도 청주시 상당구 단재로 109,(영운동),043-224-7790,http://www.chnam.es.kr,남여공학,043-224-7797, ,N,일반계, ,전기,주간,19041101,19041101,20211216,4311111900,충청북도,청주시 상당구,영운동
M10,충청북도교육청,8101033,청룡초등학교,cheongryong elementary school,초등학교,충청북도,충청북도음성교육지원청,공립,27657 ,충청북도 음성군 삼성면 대청로 255-22,(삼성면/ 청룡초등학교),043-878-5613,http://school.cbe.go.kr/cheongryong-e,남여공학,043-877-8339, ,N,일반계, ,전기,주간,19640301,19640305,20211216,4377035026,충청북도,음성군,삼성면
M10,충청북도교육청,8061020,청산초등학교,Cheongsan Elementary School,초등학교,충청북도,충청북도옥천교육지원청,공립,29013 ,충청북도 옥천군 청산면 지전길 36-19,/ 청산초등학교 (청산면),043-732-8006,http://school.cbe.go.kr/bestedu-e,남여공학,043-733-3750, ,N,일반계, ,전기,주간,19050401,19050401,20211216,4373035021,충청북도,옥천군,청산면
M10,충청북도교육청,8061021,청성초등학교,Cheongseong Elementary School,초등학교,충청북도,충청북도옥천교육지원청,공립,29017 ,충청북도 옥천군 청성면 산계길 63,/ 청성초등학교 (청성면),043-732-9022,http://school.cbe.go.kr/okcheongseong-e,남여공학,043-733-3833, ,N,일반계, ,전기,주간,19320321,19320321,20211216,4373034021,충청북도,옥천군,청성면
M10,충청북도교육청,8092034,청안초등학교,Cheongan Elementary School,초등학교,충청북도,충청북도괴산증평교육지원청,공립,28050 ,충청북도 괴산군 청안면 청안읍내로3길 8,/ 청안초등학교 (청안면),043-836-9084,http://school.cbe.go.kr/cheongan-e,남여공학,043-838-2086, ,N,일반계, ,전기,주간,19111103,19111103,20211216,4376037021,충청북도,괴산군,청안면
M10,충청북도교육청,8011321,청원초등학교,Cheoungwon Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28125 ,충청북도 청주시 청원구 오창읍 과학산업3로 228,(오창읍),043-210-0583,http://school.cbe.go.kr/cw-e/,남여공학,043-210-0572, ,N,일반계, ,전기,주간,20130301,20130506,20211216,4311425344,충청북도,청주시 청원구,오창읍
M10,충청북도교육청,7003915,청주교육대학교부설초등학교,The Affiliated Elementary School of Cheongju National University of Education,초등학교,충청북도,교육부,국립,28690 ,충청북도 청주시 서원구 청남로 2067,/ 청주교육대학교부설초등학교 (수곡동),043-284-0861,http://cje.es.kr,남여공학,043-284-0878, ,N,일반계, ,전기,주간,19410328,19410328,20211216,4311210700,충청북도,청주시 서원구,수곡동
M10,충청북도교육청,8011350,청주내곡초등학교,.,초등학교,충청북도,충청북도청주교육지원청,공립,28292 ,충청북도 청주시 흥덕구 송화로214번길 30,/ (송절동)청주내곡초등학교 ,043-280-5601,http://school.cbe.go.kr/cjnaegok-e,남여공학,043-280-5674, ,N, , ,전기,주간,20190301,20190325,20211216,4311313400,충청북도,청주시 흥덕구,송절동
M10,충청북도교육청,8011205,청주내덕초등학교,Cheongju Naedok Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28502 ,충청북도 청주시 청원구 안덕벌로52번길 22-1,/ 청주내덕초등학교 (내덕동),043-216-2701,http://school.cbe.go.kr/naedeok-e,남여공학,043-216-3089, ,N,일반계, ,전기,주간,19760828,19760828,20211216,4311410200,충청북도,청주시 청원구,내덕동
M10,충청북도교육청,8011235,청주대성초등학교,Cheongju Daeseong Elementary School,초등학교,충청북도,충청북도청주교육지원청,사립,28501 ,충청북도 청주시 청원구 대성로300번길 34,/ 청주대성초등학교 (내덕동),043-215-5874,http://cjds.es.kr,남여공학,043-213-5874, ,N,일반계, ,전기,주간,19240301,19240301,20211216,4311410200,충청북도,청주시 청원구,내덕동
M10,충청북도교육청,8011351,청주소로초등학교,Cheongjusoro Elementary school,초등학교,충청북도,충청북도청주교육지원청,공립,28113 ,충청북도 청주시 흥덕구 옥산면 오송가락로 1020,/ 청주소로초등학교 ,043-279-0602,http://school.cbe.go.kr/cjsoro,남여공학,043-279-0600, ,N, , ,전기,주간,20190301,20190503,20211216,4311332025,충청북도,청주시 흥덕구,옥산면
M10,충청북도교육청,8092035,청천초등학교,Chongchon Elementary School,초등학교,충청북도,충청북도괴산증평교육지원청,공립,28063 ,충청북도 괴산군 청천면 청천6길 10,(청천면/ 청천초등학교),043-832-4081,http://school.cbe.go.kr/cheongcheon-e,남여공학,043-832-4082, ,N,일반계, ,전기,주간,19210412,19210412,20211216,4376036021,충청북도,괴산군,청천면
M10,충청북도교육청,8031037,청풍초등학교,Chongpung Elementary School,초등학교,충청북도,충청북도제천교육지원청,공립,27214 ,충청북도 제천시 청풍면 청풍호로 2194,/ 청풍초등학교 (청풍면),043-648-0280,http://chongpung.es.kr,남여공학,043-647-8321, ,N,일반계, ,전기,주간,19101001,19101001,20211216,4315032041,충청북도,제천시,청풍면
M10,충청북도교육청,8071025,초강초등학교,Chogang elementary school,초등학교,충청북도,충청북도영동교육지원청,공립,29104 ,충청북도 영동군 심천면 초강로 97,(심천면/ 초강초등학교),043-742-6260,http://chogang.es.kr,남여공학,043-742-8717, ,N,일반계, ,전기,주간,19230517,19230517,20211216,4374040033,충청북도,영동군,심천면
M10,충청북도교육청,8081022,초평초등학교,Chopyong elementary school,초등학교,충청북도,충청북도진천교육지원청,공립,27858 ,충청북도 진천군 초평면 초동로 143,(초평면/초평초등학교),043-532-6290,http://school.cbe.go.kr/chopyong-e,남여공학,043-532-8564, ,N,일반계, ,전기,주간,19230401,19230401,20211216,4375032025,충청북도,진천군,초평면
M10,충청북도교육청,8092036,추산초등학교,chusan elementary school,초등학교,충청북도,충청북도괴산증평교육지원청,공립,28000 ,충청북도 괴산군 불정면 동추산길 1,/ 추산초등학교 (불정면),043-833-4357,http://chusan-cb.es.kr/,남여공학,043-833-4332, ,N,일반계, ,전기,주간,19370723,19370723,20211216,4376041024,충청북도,괴산군,불정면
M10,충청북도교육청,8071026,추풍령초등학교,Chupungryong elementary school,초등학교,충청북도,충청북도영동교육지원청,공립,29120 ,충청북도 영동군 추풍령면 추풍령로2길 7,(추풍령면/추풍령초등학교),043-742-2781,http://school.cbe.go.kr/chupungryong-e,남여공학,043-742-7780, ,N,일반계, ,전기,주간,19230203,19230601,20211216,4374033524,충청북도,영동군,추풍령면
M10,충청북도교육청,8021071,충주교현초등학교,Chungju Gyohyeon Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27384 ,충청북도 충주시 교동2길 15,(교현동),043-848-4695,http://school.cbe.go.kr/khcho-e/M01,남여공학,043-848-4694, ,N,일반계, ,전기,주간,18960917,19050404,20211216,4313010500,충청북도,충주시,교현동
M10,충청북도교육청,8021006,충주금릉초등학교,Chungju Geumneung Elmentary School,초등학교,충청북도,충청북도충주교육지원청,공립,27330 ,충청북도 충주시 금봉대로 792,(금릉동),043-846-9780,school.cbe.go.kr/cjgn-e,남여공학,043-846-9785, ,N,해당없음, ,전기,주간,20060301,20060417,20211216,4313012800,충청북도,충주시,금릉동
M10,충청북도교육청,8021072,충주남산초등학교,Chungju Namsan Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27401 ,충청북도 충주시 거룡2길 31,/ 충주남산초등학교 (용산동),043-847-2834,http://school.cbe.go.kr/cjnamsan-e,남여공학,043-848-2629, ,N,해당없음, ,전기,주간,19370401,19370401,20211216,4313010600,충청북도,충주시,용산동
M10,충청북도교육청,8021142,충주남한강초등학교,.,초등학교,충청북도,충청북도충주교육지원청,공립,27480 ,충청북도 충주시 호암수청2로 55,(호암동),043-843-3809,http://school.cbe.go.kr/cjnamhangang-e,남여공학,043-847-1810, ,N, , ,전기,주간,20200301,20200304,20211216,4313010700,충청북도,충주시,호암동
M10,충청북도교육청,8021073,충주대림초등학교,Chungju Daerim Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27419 ,충청북도 충주시 대림1길 28,(문화동/충주대림초등학교),043-854-4472,school.cbe.go.kr/daerim-e,남여공학,043-854-4477, ,N,일반계, ,전기,주간,19870407,19870407,20211216,4313012700,충청북도,충주시,문화동
M10,충청북도교육청,8021144,충주대소원초등학교,Chungju Daesowon Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27466 ,충청북도 충주시 대소원면 첨단산업4로 48,(대소원면),043-845-1022,http://school.cbe.go.kr/cjdaesowon-e,남여공학,043-848-8780, ,N, , ,전기,주간,20200301,20200504,20211216,4313033531,충청북도,충주시,대소원면
M10,충청북도교육청,8021074,충주삼원초등학교,Chungju Samwon Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27427 ,충청북도 충주시 삼원로 128,(봉방동/삼원초등학교),043-847-2829,http://school.cbe.go.kr/samwon-e,남여공학,043-842-1138, ,N,일반계, ,전기,주간,19460901,19460901,20211216,4313011500,충청북도,충주시,봉방동
M10,충청북도교육청,8021075,충주성남초등학교,Chungju Seongnam Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27395 ,충청북도 충주시 염밭로 101,/ 충주성남초등학교 (교현동),043-848-0043,http://school.cbe.go.kr/cjsungnam-e,남여공학,043-842-2151, ,N,일반계, ,전기,주간,19701112,19710402,20211216,4313010500,충청북도,충주시,교현동
M10,충청북도교육청,8021076,충주예성초등학교,Chungju Yeseong Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27375 ,충청북도 충주시 주봉1길 25,/ 충주예성초등학교 (교현동),043-856-5412,http://yesung.es.kr/,남여공학,043-848-3385, ,N,일반계, ,전기,주간,19460916,19460916,20211216,4313010500,충청북도,충주시,교현동
M10,충청북도교육청,8021077,충주용산초등학교,Chungju Yongsan elementary school,초등학교,충청북도,충청북도충주교육지원청,공립,27397 ,충청북도 충주시 남산로 109,(용산동),043-847-1550,http://school.cbe.go.kr/cjyongsan-e,남여공학,043-843-0626, ,N,일반계, ,전기,주간,19990901,19990901,20211216,4313010600,충청북도,충주시,용산동
M10,충청북도교육청,8021078,충주중앙초등학교,chungjujungang elementary school,초등학교,충청북도,충청북도충주교육지원청,공립,27349 ,충청북도 충주시 연원5길 19,/ 충주중앙초등학교 (연수동),043-844-2902,http://www.chungjuja.es.kr,남여공학,043-843-7233, ,N,일반계, ,전기,주간,19910321,19920319,20211216,4313011800,충청북도,충주시,연수동
M10,충청북도교육청,8021134,충주중앙탑초등학교,Chungju Jungangtap Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27465 ,충청북도 충주시 중앙탑면 원앙4길 52,/ 충주중앙탑초등학교 (중앙탑면),043-855-0007,http://school.cbe.go.kr/cjjungangtap-e/,남여공학,043-853-4606, ,N, , ,전기,주간,20180301,20180501,20211216,4313038526,충청북도,충주시,중앙탑면
M10,충청북도교육청,8021079,칠금초등학교,Chilgum elementary school,초등학교,충청북도,충청북도충주교육지원청,공립,27358 ,충청북도 충주시 칠금18길 21,(칠금동/칠금초등학교),043-848-0997,http://school.cbe.go.kr/chilgum-e,남여공학,043-844-6420, ,N,일반계, ,전기,주간,19990301,19990301,20211216,4313011600,충청북도,충주시,칠금동
M10,충청북도교육청,8092037,칠성초등학교,Chilseong Elementary School,초등학교,충청북도,충청북도괴산증평교육지원청,공립,28019 ,충청북도 괴산군 칠성면 칠성로 26,(칠성면),043-832-5711,http://school.cbe.go.kr/chilseong-e,남여공학,043-832-2534, ,N,일반계, ,전기,주간,19290503,19290503,20211216,4376034021,충청북도,괴산군,칠성면
M10,충청북도교육청,8021080,탄금초등학교,Tangum Elementary School,초등학교,충청북도,충청북도충주교육지원청,공립,27359 ,충청북도 충주시 우륵로 55,(칠금동),043-854-3202,http://school.cbe.go.kr/tangum-e/,남여공학,043-854-3205, ,N,일반계, ,전기,주간,19970301,19970301,20211216,4313011600,충청북도,충주시,칠금동
M10,충청북도교육청,8051022,탄부초등학교,Tanbu Elementary School,초등학교,충청북도,충청북도보은교육지원청,공립,28961 ,충청북도 보은군 탄부면 덕동벽지길 13,/ 탄부초등학교 (탄부면),043-542-7640/ 7642,http://school.cbe.go.kr/tanbu-e,남여공학,043-542-0451, ,N,일반계, ,전기,주간,19350703,19350703,20211216,4372034024,충청북도,보은군,탄부면
M10,충청북도교육청,8051023,판동초등학교,pandong elementary school,초등학교,충청북도,충청북도보은교육지원청,공립,28926 ,충청북도 보은군 삼승면 삼승탄부로 78-15,(삼승면/판동초등학교),043-543-8501,www.pandong.es.kr,남여공학,043-543-8502, ,N,일반계, ,전기,주간,19650301,19650301,20211216,4372035022,충청북도,보은군,삼승면
M10,충청북도교육청,8051056,판동초등학교송죽분교장,판동초등학교송죽분교장,초등학교,충청북도,충청북도보은교육지원청,공립,28926 ,충청북도 보은군 삼승면 천남2길 65,/ 주소 재확인 필요 (삼승면),043-000-0000,http://,남여공학,043-000-0000, ,N, , ,전기,주간,20220301,20220301,20211216,4372035027,충청북도,보은군,삼승면
M10,충청북도교육청,8101034,평곡초등학교,Pyeonggok Elementary School,초등학교,충청북도,충청북도음성교육지원청,공립,27698 ,충청북도 음성군 음성읍 약현길 8,/ 평곡초등학교 (음성읍),043-872-2577,school.cbe.go.kr/pyeonggok-e,남여공학,043-873-2578, ,N,일반계, ,전기,주간,19460901,19460901,20211216,4377025022,충청북도,음성군,음성읍
M10,충청북도교육청,8011206,풍광초등학교,Pungkwang Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28393 ,충청북도 청주시 흥덕구 풍산로47번길 58,/ 풍광초등학교 (가경동),043-261-1001,school.cbe.go.kr/pungkwang-e,남여공학,043-261-1005, ,N,일반계, ,전기,주간,19940301,19940301,20211216,4311311300,충청북도,청주시 흥덕구,가경동
M10,충청북도교육청,8101035,하당초등학교,Hadang Elementary School,초등학교,충청북도,충청북도음성교육지원청,공립,27718 ,충청북도 음성군 원남면 하초로 35-4,(원남면/하당초등학교),043-872-3535,http://school.cbe.go.kr/hadang-e/M01,남여공학,043-872-2392, ,N,일반계, ,전기,주간,19390430,19390430,20211216,4377032025,충청북도,음성군,원남면
M10,충청북도교육청,8071027,학산초등학교,Haksan Elementary School,초등학교,충청북도,충청북도영동교육지원청,공립,29166 ,충청북도 영동군 학산면 서산동길 12-9,(학산면),043-743-6397,http://school.cbe.go.kr/haksan-e,남여공학,043-743-9173, ,N,일반계, ,전기,주간,19320423,19320423,20211216,4374038021,충청북도,영동군,학산면
M10,충청북도교육청,8081023,학성초등학교,HakSeong Elementary School,초등학교,충청북도,충청북도진천교육지원청,공립,27820 ,충청북도 진천군 이월면 진광로 398,(이월면/학성초등학교),043-533-8534,http://school.cbe.go.kr/haksung-e,남여공학,043-533-0448, ,N,일반계, ,전기,주간,19360701,19360701,20211216,4375035022,충청북도,진천군,이월면
M10,충청북도교육청,7003849,한국교원대학교부설월곡초등학교,The Affiliated Wallgok Primary School with Korea National University of Education,초등학교,충청북도,교육부,국립,28172 ,충청북도 청주시 흥덕구 강내면 가로수로 562,/ 한국교원대학교부설월곡초등학교 (강내면),043-280-0600,http://school.cbe.go.kr/wallgok-e/M01/,남여공학,043-231-4231, ,N,일반계, ,전기,주간,19430408,19430408,20211216,4311331034,충청북도,청주시 흥덕구,강내면
M10,충청북도교육청,8011207,한벌초등학교,Hanbeol Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28556 ,충청북도 청주시 서원구 흥덕로 16,/ 한벌초등학교 (사직동),043-267-7973,http://school.cbe.go.kr/hanbol-e/M01/,남여공학,043-267-1215, ,N,일반계, ,전기,주간,19460901,19460901,20211216,4311210100,충청북도,청주시 서원구,사직동
M10,충청북도교육청,8011208,한솔초등학교,Hansol Elementary School,초등학교,충청북도,충청북도청주교육지원청,공립,28683 ,충청북도 청주시 서원구 구룡산로 291,/ 한솔초등학교 (수곡동),043-287-6078,http://school.cbe.go.kr/hansol-e/,남여공학,043-287-3766, ,N,일반계, ,전기,주간,19910301,19920421,20211216,4311210700,충청북도,청주시 서원구,수곡동
